BOROUGH,NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE,YEAR
STATEN ISLAND,WESTERLEIGH,01 ONE FAMILY HOMES,69,200000,376068,375000,675000,2013
STATEN ISLAND,WESTERLEIGH,02 TWO FAMILY HOMES,33,215000,509829,520000,770000,2013
STATEN ISLAND,WILLOWBROOK,01 ONE FAMILY HOMES,64,242750,414548,401244,750000,2013
STATEN ISLAND,WILLOWBROOK,02 TWO FAMILY HOMES,20,295000,480013,484500,649000,2013
STATEN ISLAND,WILLOWBROOK,03 THREE FAMILY HOMES,1,481000,481000,481000,481000,2013
STATEN ISLAND,WOODROW,01 ONE FAMILY HOMES,57,240000,431097,446059,990000,2013
STATEN ISLAND,WOODROW,02 TWO FAMILY HOMES,43,260000,597706,520000,995000,2013
MANHATTAN,ALPHABET CITY,03 THREE FAMILY HOMES,1,2900000,2900000,2900000,2900000,2014
MANHATTAN,CHELSEA,01 ONE FAMILY HOMES,2,4000000,4650000,4650000,5300000,2014
MANHATTAN,CHELSEA,02 TWO FAMILY HOMES,2,6200000,7775000,7775000,9350000,2014
MANHATTAN,CHELSEA,03 THREE FAMILY HOMES,2,332500,4416250,4416250,8500000,2014
MANHATTAN,CLINTON,03 THREE FAMILY HOMES,1,7950000,7950000,7950000,7950000,2014
MANHATTAN,EAST VILLAGE,01 ONE FAMILY HOMES,1,6400000,6400000,6400000,6400000,2014
MANHATTAN,EAST VILLAGE,02 TWO FAMILY HOMES,1,7606000,7606000,7606000,7606000,2014
MANHATTAN,GRAMERCY,01 ONE FAMILY HOMES,1,3550000,3550000,3550000,3550000,2014
MANHATTAN,GRAMERCY,03 THREE FAMILY HOMES,1,4100000,4100000,4100000,4100000,2014
MANHATTAN,GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES,4,4975000,12537750,8588000,28000000,2014
MANHATTAN,GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES,2,1250000,1375000,1375000,1500000,2014
MANHATTAN,GREENWICH VILLAGE-CENTRAL,03 THREE FAMILY HOMES,1,9725000,9725000,9725000,9725000,2014
MANHATTAN,GREENWICH VILLAGE-WEST,01 ONE FAMILY HOMES,16,5980000,12483750,10475000,42500000,2014
MANHATTAN,GREENWICH VILLAGE-WEST,02 TWO FAMILY HOMES,13,650000,8247282,6500000,19280000,2014
MANHATTAN,GREENWICH VILLAGE-WEST,03 THREE FAMILY HOMES,3,5780000,10840000,5850000,20890000,2014
MANHATTAN,HARLEM-CENTRAL,01 ONE FAMILY HOMES,1,1629200,1629200,1629200,1629200,2014
MANHATTAN,HARLEM-CENTRAL,02 TWO FAMILY HOMES,23,825000,1982581,1750000,3200000,2014
MANHATTAN,HARLEM-CENTRAL,03 THREE FAMILY HOMES,17,397500,1955182,1780000,3335000,2014
MANHATTAN,HARLEM-EAST,01 ONE FAMILY HOMES,3,910000,1081667,1085000,1250000,2014
MANHATTAN,HARLEM-EAST,02 TWO FAMILY HOMES,5,670000,1303400,1210000,2200000,2014
MANHATTAN,HARLEM-EAST,03 THREE FAMILY HOMES,8,687443,1360055,1360000,2000000,2014
MANHATTAN,HARLEM-UPPER,01 ONE FAMILY HOMES,5,434730,1701946,1650000,2825000,2014
MANHATTAN,HARLEM-UPPER,02 TWO FAMILY HOMES,11,800000,1706572,1525000,3100000,2014
MANHATTAN,HARLEM-UPPER,03 THREE FAMILY HOMES,2,999000,999000,999000,999000,2014
MANHATTAN,INWOOD,01 ONE FAMILY HOMES,3,485000,498651,485954,525000,2014
MANHATTAN,INWOOD,02 TWO FAMILY HOMES,3,1100000,1625000,1275000,2500000,2014
MANHATTAN,KIPS BAY,02 TWO FAMILY HOMES,2,4150000,5175000,5175000,6200000,2014
MANHATTAN,LITTLE ITALY,01 ONE FAMILY HOMES,1,5500000,5500000,5500000,5500000,2014
MANHATTAN,MANHATTAN VALLEY,02 TWO FAMILY HOMES,2,2775000,3675000,3675000,4575000,2014
MANHATTAN,MANHATTAN VALLEY,03 THREE FAMILY HOMES,1,1811000,1811000,1811000,1811000,2014
MANHATTAN,MIDTOWN EAST,01 ONE FAMILY HOMES,6,3300000,6745833,5425000,13500000,2014
MANHATTAN,MIDTOWN EAST,02 TWO FAMILY HOMES,2,4100000,5212500,5212500,6325000,2014
MANHATTAN,MIDTOWN EAST,03 THREE FAMILY HOMES,2,4235000,8367500,8367500,12500000,2014
MANHATTAN,MIDTOWN WEST,02 TWO FAMILY HOMES,1,15000000,15000000,15000000,15000000,2014
MANHATTAN,MURRAY HILL,01 ONE FAMILY HOMES,2,3375000,4237500,4237500,5100000,2014
MANHATTAN,MURRAY HILL,02 TWO FAMILY HOMES,1,6000000,6000000,6000000,6000000,2014
MANHATTAN,MURRAY HILL,03 THREE FAMILY HOMES,1,5375000,5375000,5375000,5375000,2014
MANHATTAN,SOHO,01 ONE FAMILY HOMES,1,6250000,6250000,6250000,6250000,2014
MANHATTAN,SOHO,02 TWO FAMILY HOMES,3,6500000,16219000,9907000,32250000,2014
MANHATTAN,SOHO,03 THREE FAMILY HOMES,3,4360000,7154050,8551075,8551075,2014
MANHATTAN,SOUTHBRIDGE,02 TWO FAMILY HOMES,1,5000000,5000000,5000000,5000000,2014
MANHATTAN,TRIBECA,01 ONE FAMILY HOMES,1,5500000,5500000,5500000,5500000,2014
MANHATTAN,TRIBECA,03 THREE FAMILY HOMES,1,11165111,11165111,11165111,11165111,2014
MANHATTAN,UPPER EAST SIDE (59-79),01 ONE FAMILY HOMES,20,2512434,14069559,8365000,51000000,2014
MANHATTAN,UPPER EAST SIDE (59-79),02 TWO FAMILY HOMES,8,3555000,9676875,7775000,18300000,2014
MANHATTAN,UPPER EAST SIDE (59-79),03 THREE FAMILY HOMES,1,6750000,6750000,6750000,6750000,2014
MANHATTAN,UPPER EAST SIDE (79-96),01 ONE FAMILY HOMES,14,3600000,9577143,6837500,23500000,2014
MANHATTAN,UPPER EAST SIDE (79-96),02 TWO FAMILY HOMES,7,2750000,6789286,4500000,22000000,2014
MANHATTAN,UPPER EAST SIDE (79-96),03 THREE FAMILY HOMES,1,6675000,6675000,6675000,6675000,2014
MANHATTAN,UPPER WEST SIDE (59-79),01 ONE FAMILY HOMES,3,11000000,12783333,11100000,16250000,2014
MANHATTAN,UPPER WEST SIDE (59-79),02 TWO FAMILY HOMES,1,5581875,5581875,5581875,5581875,2014
MANHATTAN,UPPER WEST SIDE (79-96),01 ONE FAMILY HOMES,7,3950000,6787896,6000000,11250000,2014
MANHATTAN,UPPER WEST SIDE (79-96),02 TWO FAMILY HOMES,4,4000000,5205250,5193000,6435000,2014
MANHATTAN,UPPER WEST SIDE (79-96),03 THREE FAMILY HOMES,4,5200000,7349500,7200000,9798000,2014
MANHATTAN,WASHINGTON HEIGHTS LOWER,01 ONE FAMILY HOMES,2,914500,1107250,1107250,1300000,2014
MANHATTAN,WASHINGTON HEIGHTS LOWER,02 TWO FAMILY HOMES,6,750000,1398917,1083250,2377000,2014
MANHATTAN,WASHINGTON HEIGHTS LOWER,03 THREE FAMILY HOMES,4,995000,1198750,1075000,1650000,2014
MANHATTAN,WASHINGTON HEIGHTS UPPER,03 THREE FAMILY HOMES,2,832000,853500,853500,875000,2014
BRONX,BATHGATE,01 ONE FAMILY HOMES,3,225000,343333,225000,580000,2014
BRONX,BATHGATE,02 TWO FAMILY HOMES,13,240000,350169,360000,525200,2014
BRONX,BATHGATE,03 THREE FAMILY HOMES,5,250000,355520,360000,440000,2014
BRONX,BAYCHESTER,01 ONE FAMILY HOMES,64,200000,323235,332200,457830,2014
BRONX,BAYCHESTER,02 TWO FAMILY HOMES,80,210000,432014,417000,675000,2014
BRONX,BAYCHESTER,03 THREE FAMILY HOMES,19,285204,473622,485500,675000,2014
BRONX,BEDFORD PARK/NORWOOD,01 ONE FAMILY HOMES,9,200000,307882,250000,525000,2014
BRONX,BEDFORD PARK/NORWOOD,02 TWO FAMILY HOMES,24,225000,403233,365000,720000,2014
BRONX,BEDFORD PARK/NORWOOD,03 THREE FAMILY HOMES,12,200000,360759,337500,550000,2014
BRONX,BELMONT,02 TWO FAMILY HOMES,12,228150,343426,315000,495000,2014
BRONX,BELMONT,03 THREE FAMILY HOMES,11,263640,411222,370000,900000,2014
BRONX,BRONXDALE,01 ONE FAMILY HOMES,39,200000,347971,345000,610950,2014
BRONX,BRONXDALE,02 TWO FAMILY HOMES,64,200000,421375,410000,1023453,2014
BRONX,BRONXDALE,03 THREE FAMILY HOMES,8,237500,374318,338522,575000,2014
BRONX,CASTLE HILL/UNIONPORT,01 ONE FAMILY HOMES,21,220000,323151,340000,390000,2014
BRONX,CASTLE HILL/UNIONPORT,02 TWO FAMILY HOMES,41,205000,401701,435000,540000,2014
BRONX,CASTLE HILL/UNIONPORT,03 THREE FAMILY HOMES,11,380000,539064,475000,702592,2014
BRONX,CITY ISLAND,01 ONE FAMILY HOMES,21,265000,413271,365970,760000,2014
BRONX,CITY ISLAND,02 TWO FAMILY HOMES,9,295074,542830,560000,980000,2014
BRONX,CITY ISLAND,03 THREE FAMILY HOMES,1,398200,398200,398200,398200,2014
BRONX,CO-OP CITY,01 ONE FAMILY HOMES,2,280000,280000,280000,280000,2014
BRONX,COUNTRY CLUB,01 ONE FAMILY HOMES,55,230000,444610,428500,1100000,2014
BRONX,COUNTRY CLUB,02 TWO FAMILY HOMES,27,200000,536974,580000,784000,2014
BRONX,COUNTRY CLUB,03 THREE FAMILY HOMES,4,400000,601000,639500,725000,2014
BRONX,CROTONA PARK,01 ONE FAMILY HOMES,3,294000,321333,300000,370000,2014
BRONX,CROTONA PARK,02 TWO FAMILY HOMES,11,205000,400350,387000,712470,2014
BRONX,CROTONA PARK,03 THREE FAMILY HOMES,4,410000,457500,460000,499999,2014
BRONX,EAST TREMONT,01 ONE FAMILY HOMES,4,304500,333375,314500,400000,2014
BRONX,EAST TREMONT,02 TWO FAMILY HOMES,16,200000,368399,307500,750000,2014
BRONX,EAST TREMONT,03 THREE FAMILY HOMES,15,200000,401059,410000,525000,2014
BRONX,FIELDSTON,01 ONE FAMILY HOMES,11,455000,1732718,1675000,3300000,2014
BRONX,FIELDSTON,02 TWO FAMILY HOMES,5,495000,621200,595000,800000,2014
BRONX,FIELDSTON,03 THREE FAMILY HOMES,1,533850,533850,533850,533850,2014
BRONX,FORDHAM,02 TWO FAMILY HOMES,9,375000,511556,450000,785000,2014
BRONX,FORDHAM,03 THREE FAMILY HOMES,1,499000,499000,499000,499000,2014
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES,2,262000,266000,266000,270000,2014
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES,21,210000,347897,336500,559000,2014
BRONX,HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES,9,232700,436338,475000,580000,2014
BRONX,HUNTS POINT,02 TWO FAMILY HOMES,15,230000,391999,408000,479000,2014
BRONX,HUNTS POINT,03 THREE FAMILY HOMES,4,360000,407500,400000,470000,2014
BRONX,KINGSBRIDGE HTS/UNIV HTS,01 ONE FAMILY HOMES,4,200000,302500,250000,510000,2014
BRONX,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY HOMES,11,244800,448047,486718,600000,2014
BRONX,KINGSBRIDGE HTS/UNIV HTS,03 THREE FAMILY HOMES,2,390000,397863,397863,405725,2014
BRONX,KINGSBRIDGE/JEROME PARK,01 ONE FAMILY HOMES,14,280000,450454,442500,975000,2014
BRONX,KINGSBRIDGE/JEROME PARK,02 TWO FAMILY HOMES,20,231192,418255,426000,610000,2014
BRONX,KINGSBRIDGE/JEROME PARK,03 THREE FAMILY HOMES,4,321000,982463,591925,2425000,2014
BRONX,MELROSE/CONCOURSE,01 ONE FAMILY HOMES,4,211650,347201,357750,461653,2014
BRONX,MELROSE/CONCOURSE,02 TWO FAMILY HOMES,17,244881,417308,425000,785000,2014
BRONX,MELROSE/CONCOURSE,03 THREE FAMILY HOMES,16,200000,380069,357500,559000,2014
BRONX,MORRIS PARK/VAN NEST,01 ONE FAMILY HOMES,27,207500,370275,375000,497000,2014
BRONX,MORRIS PARK/VAN NEST,02 TWO FAMILY HOMES,48,225000,438709,432500,667000,2014
BRONX,MORRIS PARK/VAN NEST,03 THREE FAMILY HOMES,23,277000,532333,535000,780000,2014
BRONX,MORRISANIA/LONGWOOD,01 ONE FAMILY HOMES,11,239400,307266,285000,603025,2014
BRONX,MORRISANIA/LONGWOOD,02 TWO FAMILY HOMES,35,210000,372280,382000,671676,2014
BRONX,MORRISANIA/LONGWOOD,03 THREE FAMILY HOMES,40,200000,438555,440000,950000,2014
BRONX,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY HOMES,11,200000,371464,290000,775000,2014
BRONX,MOTT HAVEN/PORT MORRIS,02 TWO FAMILY HOMES,7,230000,334714,338000,425000,2014
BRONX,MOTT HAVEN/PORT MORRIS,03 THREE FAMILY HOMES,11,222000,386000,300000,1150000,2014
BRONX,MOUNT HOPE/MOUNT EDEN,01 ONE FAMILY HOMES,3,319000,382667,340000,489000,2014
BRONX,MOUNT HOPE/MOUNT EDEN,02 TWO FAMILY HOMES,9,290880,484427,480000,800000,2014
BRONX,MOUNT HOPE/MOUNT EDEN,03 THREE FAMILY HOMES,1,285000,285000,285000,285000,2014
BRONX,PARKCHESTER,01 ONE FAMILY HOMES,4,273000,359500,357500,450000,2014
BRONX,PARKCHESTER,02 TWO FAMILY HOMES,22,215000,391956,395000,537000,2014
BRONX,PARKCHESTER,03 THREE FAMILY HOMES,18,200000,407770,455000,682494,2014
BRONX,PELHAM GARDENS,01 ONE FAMILY HOMES,19,230000,442632,417000,715000,2014
BRONX,PELHAM GARDENS,02 TWO FAMILY HOMES,12,369000,509753,456000,989040,2014
BRONX,PELHAM PARKWAY NORTH,01 ONE FAMILY HOMES,35,256000,414115,410000,659000,2014
BRONX,PELHAM PARKWAY NORTH,02 TWO FAMILY HOMES,31,203100,458087,455000,700000,2014
BRONX,PELHAM PARKWAY NORTH,03 THREE FAMILY HOMES,8,350000,528938,533750,700000,2014
BRONX,PELHAM PARKWAY SOUTH,01 ONE FAMILY HOMES,21,290850,475288,467000,870000,2014
BRONX,PELHAM PARKWAY SOUTH,02 TWO FAMILY HOMES,17,235000,453550,470000,575000,2014
BRONX,PELHAM PARKWAY SOUTH,03 THREE FAMILY HOMES,4,550000,600225,575450,700000,2014
BRONX,RIVERDALE,01 ONE FAMILY HOMES,31,255000,858183,800000,2000000,2014
BRONX,RIVERDALE,02 TWO FAMILY HOMES,15,384000,703667,737500,1210000,2014
BRONX,RIVERDALE,03 THREE FAMILY HOMES,4,660000,949750,919000,1301000,2014
BRONX,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY HOMES,40,200000,395769,385000,1115500,2014
BRONX,SCHUYLERVILLE/PELHAM BAY,02 TWO FAMILY HOMES,55,200000,440205,416000,750000,2014
BRONX,SCHUYLERVILLE/PELHAM BAY,03 THREE FAMILY HOMES,20,255461,524698,544250,780000,2014
BRONX,SOUNDVIEW,01 ONE FAMILY HOMES,15,208000,273997,265000,369800,2014
BRONX,SOUNDVIEW,02 TWO FAMILY HOMES,67,200000,430015,375000,3479000,2014
BRONX,SOUNDVIEW,03 THREE FAMILY HOMES,51,240000,435739,450000,610000,2014
BRONX,THROGS NECK,01 ONE FAMILY HOMES,61,200000,371475,370000,575000,2014
BRONX,THROGS NECK,02 TWO FAMILY HOMES,52,250000,484675,425000,3066465,2014
BRONX,THROGS NECK,03 THREE FAMILY HOMES,9,459000,522283,499000,602550,2014
BRONX,WAKEFIELD,01 ONE FAMILY HOMES,41,203500,336840,343000,592396,2014
BRONX,WAKEFIELD,02 TWO FAMILY HOMES,48,225000,401943,408600,680000,2014
BRONX,WAKEFIELD,03 THREE FAMILY HOMES,6,328901,451817,462500,549000,2014
BRONX,WESTCHESTER,01 ONE FAMILY HOMES,12,236000,330979,334875,440000,2014
BRONX,WESTCHESTER,02 TWO FAMILY HOMES,35,205000,408676,415000,595000,2014
BRONX,WESTCHESTER,03 THREE FAMILY HOMES,6,245000,461000,488000,550000,2014
BRONX,WILLIAMSBRIDGE,01 ONE FAMILY HOMES,39,200000,318488,339000,450000,2014
BRONX,WILLIAMSBRIDGE,02 TWO FAMILY HOMES,85,200000,396919,393568,657321,2014
BRONX,WILLIAMSBRIDGE,03 THREE FAMILY HOMES,46,220000,476259,488800,881762,2014
BRONX,WOODLAWN,01 ONE FAMILY HOMES,13,320000,439023,427000,650000,2014
BRONX,WOODLAWN,02 TWO FAMILY HOMES,10,272000,467250,484500,639000,2014
BRONX,WOODLAWN,03 THREE FAMILY HOMES,2,400000,425000,425000,450000,2014
BROOKLYN,BATH BEACH,01 ONE FAMILY HOMES,22,340000,723064,642500,2400000,2014
BROOKLYN,BATH BEACH,02 TWO FAMILY HOMES,72,250000,787927,750000,1400000,2014
BROOKLYN,BATH BEACH,03 THREE FAMILY HOMES,20,625000,1075145,1075000,1550000,2014
BROOKLYN,BAY RIDGE,01 ONE FAMILY HOMES,107,208750,881817,800000,3580000,2014
BROOKLYN,BAY RIDGE,02 TWO FAMILY HOMES,132,200000,912115,904000,2900000,2014
BROOKLYN,BAY RIDGE,03 THREE FAMILY HOMES,18,750000,997889,937500,1579000,2014
BROOKLYN,BEDFORD STUYVESANT,01 ONE FAMILY HOMES,50,200000,682522,595500,1800000,2014
BROOKLYN,BEDFORD STUYVESANT,02 TWO FAMILY HOMES,367,200000,819270,730000,11000000,2014
BROOKLYN,BEDFORD STUYVESANT,03 THREE FAMILY HOMES,212,215000,876114,850000,2100000,2014
BROOKLYN,BENSONHURST,01 ONE FAMILY HOMES,43,230000,725132,710000,1450000,2014
BROOKLYN,BENSONHURST,02 TWO FAMILY HOMES,123,315000,881837,850000,1767000,2014
BROOKLYN,BENSONHURST,03 THREE FAMILY HOMES,36,580000,996136,985000,1599888,2014
BROOKLYN,BERGEN BEACH,01 ONE FAMILY HOMES,27,400000,616074,550000,1250000,2014
BROOKLYN,BERGEN BEACH,02 TWO FAMILY HOMES,22,350000,639639,659000,940000,2014
BROOKLYN,BERGEN BEACH,03 THREE FAMILY HOMES,16,450000,676813,622500,1494000,2014
BROOKLYN,BOERUM HILL,01 ONE FAMILY HOMES,4,2100100,3890025,2330000,8800000,2014
BROOKLYN,BOERUM HILL,02 TWO FAMILY HOMES,18,260000,2192702,1853003,5400000,2014
BROOKLYN,BOERUM HILL,03 THREE FAMILY HOMES,6,675000,2050000,2012500,4100000,2014
BROOKLYN,BOROUGH PARK,01 ONE FAMILY HOMES,57,300000,868836,749000,2802500,2014
BROOKLYN,BOROUGH PARK,02 TWO FAMILY HOMES,174,210000,945464,910000,3205000,2014
BROOKLYN,BOROUGH PARK,03 THREE FAMILY HOMES,58,252000,1035757,991500,2000000,2014
BROOKLYN,BRIGHTON BEACH,01 ONE FAMILY HOMES,12,265000,400135,380000,560000,2014
BROOKLYN,BRIGHTON BEACH,02 TWO FAMILY HOMES,10,380000,546189,512500,750000,2014
BROOKLYN,BRIGHTON BEACH,03 THREE FAMILY HOMES,9,280000,510471,510638,678000,2014
BROOKLYN,BROOKLYN HEIGHTS,01 ONE FAMILY HOMES,13,990000,4508518,3762500,7500000,2014
BROOKLYN,BROOKLYN HEIGHTS,02 TWO FAMILY HOMES,6,2700000,6335000,6112500,10625000,2014
BROOKLYN,BROOKLYN HEIGHTS,03 THREE FAMILY HOMES,2,3000000,4050000,4050000,5100000,2014
BROOKLYN,BROOKLYN-UNKNOWN,02 TWO FAMILY HOMES,2,999999,999999,999999,999999,2014
BROOKLYN,BROWNSVILLE,01 ONE FAMILY HOMES,22,227250,283039,289000,327000,2014
BROOKLYN,BROWNSVILLE,02 TWO FAMILY HOMES,36,230000,417825,428710,650000,2014
BROOKLYN,BROWNSVILLE,03 THREE FAMILY HOMES,18,249000,403932,360000,650000,2014
BROOKLYN,BUSH TERMINAL,01 ONE FAMILY HOMES,2,530000,555000,555000,580000,2014
BROOKLYN,BUSH TERMINAL,02 TWO FAMILY HOMES,8,255000,634750,667000,950000,2014
BROOKLYN,BUSH TERMINAL,03 THREE FAMILY HOMES,3,350000,415000,400000,495000,2014
BROOKLYN,BUSHWICK,01 ONE FAMILY HOMES,20,240000,585794,582500,990000,2014
BROOKLYN,BUSHWICK,02 TWO FAMILY HOMES,249,200000,591467,525000,4050000,2014
BROOKLYN,BUSHWICK,03 THREE FAMILY HOMES,114,200000,704907,675000,2450000,2014
BROOKLYN,CANARSIE,01 ONE FAMILY HOMES,72,200000,368208,372500,520000,2014
BROOKLYN,CANARSIE,02 TWO FAMILY HOMES,221,200000,434322,450000,716000,2014
BROOKLYN,CANARSIE,03 THREE FAMILY HOMES,35,210500,489916,530000,650000,2014
BROOKLYN,CARROLL GARDENS,01 ONE FAMILY HOMES,11,963000,3406287,3400000,7000000,2014
BROOKLYN,CARROLL GARDENS,02 TWO FAMILY HOMES,20,550000,2590299,2627500,3792981,2014
BROOKLYN,CARROLL GARDENS,03 THREE FAMILY HOMES,14,748000,2066929,1975000,3300000,2014
BROOKLYN,CLINTON HILL,01 ONE FAMILY HOMES,7,750000,2008480,1500000,4600000,2014
BROOKLYN,CLINTON HILL,02 TWO FAMILY HOMES,31,200000,2043900,1830000,6500000,2014
BROOKLYN,CLINTON HILL,03 THREE FAMILY HOMES,13,940000,1936581,2000000,2920000,2014
BROOKLYN,COBBLE HILL,01 ONE FAMILY HOMES,4,300000,2837500,3250000,4550000,2014
BROOKLYN,COBBLE HILL,02 TWO FAMILY HOMES,3,1250000,2358333,2225000,3600000,2014
BROOKLYN,COBBLE HILL,03 THREE FAMILY HOMES,7,1500000,2922143,2335000,4500000,2014
BROOKLYN,COBBLE HILL-WEST,02 TWO FAMILY HOMES,3,1150000,1388333,1250000,1765000,2014
BROOKLYN,COBBLE HILL-WEST,03 THREE FAMILY HOMES,7,1100000,1538143,1475000,2207000,2014
BROOKLYN,CONEY ISLAND,01 ONE FAMILY HOMES,24,225000,353313,366500,460000,2014
BROOKLYN,CONEY ISLAND,02 TWO FAMILY HOMES,1,476000,476000,476000,476000,2014
BROOKLYN,CONEY ISLAND,03 THREE FAMILY HOMES,3,295000,530833,635000,662500,2014
BROOKLYN,CROWN HEIGHTS,01 ONE FAMILY HOMES,51,200000,806882,750000,1895000,2014
BROOKLYN,CROWN HEIGHTS,02 TWO FAMILY HOMES,164,200000,788192,671500,5942670,2014
BROOKLYN,CROWN HEIGHTS,03 THREE FAMILY HOMES,48,205000,912276,867500,1950000,2014
BROOKLYN,CYPRESS HILLS,01 ONE FAMILY HOMES,33,205000,345096,350000,585000,2014
BROOKLYN,CYPRESS HILLS,02 TWO FAMILY HOMES,97,210000,448283,451500,680000,2014
BROOKLYN,CYPRESS HILLS,03 THREE FAMILY HOMES,32,210000,424753,421750,770000,2014
BROOKLYN,DOWNTOWN-FULTON FERRY,01 ONE FAMILY HOMES,1,1780000,1780000,1780000,1780000,2014
BROOKLYN,DOWNTOWN-FULTON FERRY,03 THREE FAMILY HOMES,2,975000,982000,982000,989000,2014
BROOKLYN,DOWNTOWN-FULTON MALL,01 ONE FAMILY HOMES,7,3350000,4077753,3650850,6496800,2014
BROOKLYN,DOWNTOWN-FULTON MALL,02 TWO FAMILY HOMES,1,650000,650000,650000,650000,2014
BROOKLYN,DOWNTOWN-METROTECH,03 THREE FAMILY HOMES,1,1585000,1585000,1585000,1585000,2014
BROOKLYN,DYKER HEIGHTS,01 ONE FAMILY HOMES,73,300000,736858,730000,1280000,2014
BROOKLYN,DYKER HEIGHTS,02 TWO FAMILY HOMES,67,235000,838464,890000,1350000,2014
BROOKLYN,DYKER HEIGHTS,03 THREE FAMILY HOMES,23,440268,900412,950000,1300000,2014
BROOKLYN,EAST NEW YORK,01 ONE FAMILY HOMES,49,200000,333122,332000,567000,2014
BROOKLYN,EAST NEW YORK,02 TWO FAMILY HOMES,209,200000,413787,425000,746000,2014
BROOKLYN,EAST NEW YORK,03 THREE FAMILY HOMES,99,200000,411193,400000,1013832,2014
BROOKLYN,FLATBUSH-CENTRAL,01 ONE FAMILY HOMES,64,200000,1039345,984250,2700000,2014
BROOKLYN,FLATBUSH-CENTRAL,02 TWO FAMILY HOMES,86,200000,729973,630500,2025000,2014
BROOKLYN,FLATBUSH-CENTRAL,03 THREE FAMILY HOMES,29,207000,603076,550000,1750000,2014
BROOKLYN,FLATBUSH-EAST,01 ONE FAMILY HOMES,137,200000,464505,393000,5640000,2014
BROOKLYN,FLATBUSH-EAST,02 TWO FAMILY HOMES,121,203500,469040,459000,1105000,2014
BROOKLYN,FLATBUSH-EAST,03 THREE FAMILY HOMES,26,225000,475040,502200,699000,2014
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY HOMES,45,200000,1205556,1205000,2400000,2014
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,02 TWO FAMILY HOMES,28,200000,909929,754500,2000000,2014
BROOKLYN,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY HOMES,5,575000,1031000,1100000,1500000,2014
BROOKLYN,FLATBUSH-NORTH,01 ONE FAMILY HOMES,30,205000,413833,387500,900000,2014
BROOKLYN,FLATBUSH-NORTH,02 TWO FAMILY HOMES,67,217000,460718,404000,1250000,2014
BROOKLYN,FLATBUSH-NORTH,03 THREE FAMILY HOMES,19,327000,534727,505000,795000,2014
BROOKLYN,FLATLANDS,01 ONE FAMILY HOMES,32,250000,394625,388000,570000,2014
BROOKLYN,FLATLANDS,02 TWO FAMILY HOMES,49,230000,470095,480000,630000,2014
BROOKLYN,FLATLANDS,03 THREE FAMILY HOMES,5,360000,593000,640000,665000,2014
BROOKLYN,FORT GREENE,01 ONE FAMILY HOMES,6,499000,2738167,3077500,3750000,2014
BROOKLYN,FORT GREENE,02 TWO FAMILY HOMES,17,1800000,2689235,2600000,3500000,2014
BROOKLYN,FORT GREENE,03 THREE FAMILY HOMES,15,235000,1534067,1610000,2495000,2014
BROOKLYN,GERRITSEN BEACH,01 ONE FAMILY HOMES,56,203500,344390,350000,500000,2014
BROOKLYN,GERRITSEN BEACH,02 TWO FAMILY HOMES,5,232500,474500,505000,620000,2014
BROOKLYN,GOWANUS,01 ONE FAMILY HOMES,3,325000,1391333,1200000,2649000,2014
BROOKLYN,GOWANUS,02 TWO FAMILY HOMES,22,425000,2411743,1490000,20000000,2014
BROOKLYN,GOWANUS,03 THREE FAMILY HOMES,14,301650,1383575,1400000,3100000,2014
BROOKLYN,GRAVESEND,01 ONE FAMILY HOMES,59,230000,612408,639000,1300000,2014
BROOKLYN,GRAVESEND,02 TWO FAMILY HOMES,132,200000,733246,729000,1230000,2014
BROOKLYN,GRAVESEND,03 THREE FAMILY HOMES,52,280000,919625,950000,1280000,2014
BROOKLYN,GREENPOINT,01 ONE FAMILY HOMES,3,995000,1215000,1150000,1500000,2014
BROOKLYN,GREENPOINT,02 TWO FAMILY HOMES,30,480000,1377185,1275000,2700000,2014
BROOKLYN,GREENPOINT,03 THREE FAMILY HOMES,19,765000,1577516,1600000,2300000,2014
BROOKLYN,KENSINGTON,01 ONE FAMILY HOMES,8,233599,799675,689000,1612814,2014
BROOKLYN,KENSINGTON,02 TWO FAMILY HOMES,13,275000,888532,910000,1286000,2014
BROOKLYN,KENSINGTON,03 THREE FAMILY HOMES,6,487200,902700,945000,1200000,2014
BROOKLYN,MADISON,01 ONE FAMILY HOMES,79,215232,733847,660000,1900000,2014
BROOKLYN,MADISON,02 TWO FAMILY HOMES,53,200000,739214,670000,1516000,2014
